milisec,RacketX,RacketY,RacketZ,forceX,forceX,forceX,ForceRatio,FriendPoint,EnemyPoint,haptics
13142052,0.197063,-0.327843,-0.240952,0,0,0,2,3,5,1,
13142092,0.196711,-0.336315,-0.241924,0,0,0,2,3,5,1,
13142132,0.197675,-0.350157,-0.243812,0,0,0,2,3,5,1,
13142173,0.201496,-0.369319,-0.245055,0,0,0,2,3,5,1,
13142214,0.207935,-0.392373,-0.244868,0,0,0,2,3,5,1,
13142253,0.215656,-0.41221,-0.243325,0,8.11164,0,2,3,5,1,
13142293,0.21858,-0.414973,-0.243526,0,32.6927,0,2,3,5,1,
13142333,0.221284,-0.412508,-0.24413,0,30.1703,0,2,3,5,1,
13142372,0.221325,-0.410565,-0.243098,0,25.9347,0,2,3,5,1,
13142413,0.216535,-0.40675,-0.242295,0,19.753,0,2,3,5,1,
13142453,0.205909,-0.39637,-0.240936,0,7.35379,0,2,3,5,1,
13142494,0.198557,-0.36586,-0.239885,0,0,0,2,3,5,1,
13142534,0.200448,-0.319764,-0.235672,0,0,0,2,3,5,1,
13142574,0.206825,-0.277665,-0.230303,0,0,0,2,3,5,1,
13142613,0.208932,-0.252544,-0.227195,0,0,0,2,3,5,1,
13142654,0.207991,-0.248313,-0.230112,0,0,0,2,3,5,1,
13142692,0.206409,-0.260645,-0.235721,0,0,0,2,3,5,1,
13142733,0.204178,-0.28346,-0.238005,0,0,0,2,3,6,1,
13142772,0.202484,-0.314347,-0.237933,0,0,0,2,3,6,1,
13142814,0.203377,-0.350546,-0.237533,0,0,0,2,3,6,1,
13142853,0.208153,-0.386874,-0.237257,0,0,0,2,3,6,1,
13142893,0.215187,-0.417947,-0.23542,0,10.8181,0,2,3,6,1,
13142934,0.219406,-0.422605,-0.235798,0,49.7596,0,2,3,6,1,
13142974,0.223903,-0.417507,-0.237328,0,43.6775,0,2,3,6,1,
13143012,0.226165,-0.41424,-0.24022,0,35.3846,0,2,3,6,1,
13143053,0.227227,-0.411943,-0.243825,0,28.8633,0,2,3,6,1,
13143092,0.228624,-0.410586,-0.249712,0,24.5682,0,2,3,6,1,
13143133,0.234141,-0.412285,-0.259045,0,24.6647,0,2,3,6,1,
13143173,0.242572,-0.412769,-0.272468,0,28.0171,0,2,3,6,1,
13143213,0.253316,-0.411326,-0.289591,0,26.6448,0,2,3,6,1,
13143253,0.266309,-0.409796,-0.309525,0,23.6558,0,2,3,6,1,
13143292,0.280444,-0.406346,-0.330109,0,18.3466,0,2,3,6,1,
13143333,0.29597,-0.403133,-0.350698,0,10.3736,0,2,3,6,1,
13143372,0.311536,-0.401532,-0.369313,0,5.44652,0,2,3,6,1,
13143412,0.324067,-0.399809,-0.384008,-12.8803,-1.12673,10.7199,2,3,6,1,
13143454,0.328069,-0.395723,-0.394042,-37.2741,-8.03553,29.8078,2,3,6,1,
13143493,0.323604,-0.39482,-0.401422,-44.9914,-8.51514,33.0961,2,3,6,1,
13143533,0.31436,-0.400024,-0.406331,-34.7814,-6.76044,22.901,2,3,6,1,
13143573,0.307881,-0.404054,-0.410718,-15.2282,1.39563,9.05963,2,3,6,1,
13143612,0.307707,-0.405552,-0.415892,-2.54012,10.3289,1.41046,2,3,6,1,
13143652,0.311045,-0.404068,-0.420753,0,11.0232,0,2,3,6,1,
13143692,0.315039,-0.404412,-0.423503,0,8.58363,0,2,3,6,1,
13143733,0.317297,-0.405709,-0.423438,0,11.4347,0,2,3,6,1,
13143774,0.318374,-0.405794,-0.421331,0,12.5525,0,2,3,6,1,
13143813,0.319491,-0.406087,-0.418238,0,13.155,0,2,3,6,1,
13143853,0.320506,-0.405365,-0.414522,0,12.8224,0,2,3,6,1,
13143893,0.320822,-0.404539,-0.409907,0,10.812,0,2,3,6,1,
13143932,0.318372,-0.405135,-0.403645,0,10.2476,0,2,3,6,1,
13143972,0.312527,-0.406654,-0.395327,0,12.8701,0,2,3,6,1,
13144012,0.304722,-0.406731,-0.385235,0,14.9732,0,2,3,6,1,
13144053,0.295053,-0.406452,-0.373519,0,14.4733,0,2,3,6,1,
13144093,0.284662,-0.406654,-0.360801,0,14.3741,0,2,3,6,1,
13144133,0.274543,-0.406151,-0.347848,0,14.258,0,2,3,6,1,
13144173,0.265629,-0.405801,-0.33616,0,13.1211,0,2,3,6,1,
13144213,0.259565,-0.405203,-0.326961,0,12.2792,0,2,3,6,1,
13144252,0.257405,-0.404736,-0.321542,0,10.8514,0,2,3,6,1,
13144292,0.259273,-0.404366,-0.320004,0,10.2583,0,2,3,6,1,
13144332,0.264678,-0.403269,-0.322513,0,8.41356,0,2,3,6,1,
13144373,0.273357,-0.403743,-0.329259,0,7.35187,0,2,3,6,1,
13144413,0.283538,-0.404512,-0.338964,0,9.12974,0,2,3,6,1,
13144453,0.293896,-0.404834,-0.350136,0,10.2026,0,2,3,6,1,
13144493,0.304169,-0.404983,-0.362036,0,10.8697,0,2,3,6,1,
13144534,0.314416,-0.404418,-0.375106,0,10.4248,0,2,3,6,1,
13144572,0.324701,-0.404729,-0.38879,0,9.94447,0,2,3,6,1,
13144612,0.335816,-0.404285,-0.403586,0,10.2154,0,2,3,6,1,
13144652,0.346112,-0.402965,-0.417592,-10.8813,5.31979,11.1409,2,3,6,1,
13144693,0.348416,-0.398227,-0.429647,-33.207,-6.10475,33.0844,2,3,6,1,
13144734,0.346397,-0.393829,-0.439271,-45.3834,-10.5029,42.1353,2,3,6,1,
13144774,0.341761,-0.392789,-0.447175,-48.2993,-9.97386,41.2199,2,3,6,1,
13144814,0.336461,-0.393578,-0.452179,-40.7595,-8.16732,32.0291,2,3,6,1,
13144854,0.335387,-0.392069,-0.455774,-29.4452,-5.72875,22.0619,2,3,6,1,
13144893,0.33702,-0.391298,-0.45861,-20.1004,-3.65037,14.9165,2,3,6,1,
13144933,0.339488,-0.393295,-0.460866,-10.8416,-1.97589,8.0961,2,3,6,1,
13144972,0.343429,-0.396752,-0.461999,-1.89045,-0.364037,1.42839,2,3,6,1,
13145014,0.346907,-0.401249,-0.461375,0,0.233859,0,2,3,6,1,
13145054,0.349168,-0.404657,-0.459587,0,6.82959,0,2,3,6,1,
13145094,0.350664,-0.404182,-0.457357,0,10.1138,0,2,3,6,1,
13145133,0.351997,-0.403397,-0.455387,0,8.32191,0,2,3,6,1,
13145172,0.353433,-0.402974,-0.45385,0,7.06682,0,2,3,6,1,
13145212,0.354622,-0.402502,-0.452382,0,6.10083,0,2,3,6,1,
13145252,0.354871,-0.402303,-0.450639,0,5.17328,0,2,3,6,1,
13145292,0.35366,-0.402775,-0.448207,0,5.40023,0,2,3,6,1,
13145333,0.351299,-0.403268,-0.444925,0,6.6732,0,2,3,6,1,
13145373,0.347411,-0.403307,-0.440194,0,7.30357,0,2,3,6,1,
13145413,0.340447,-0.40288,-0.432999,0,6.85996,0,2,3,6,1,
13145453,0.327872,-0.403126,-0.421883,0,6.40257,0,2,3,6,1,
13145492,0.311966,-0.401606,-0.406543,0,5.8422,0,2,3,6,1,
13145532,0.294242,-0.400846,-0.387149,0,2.4706,0,2,3,6,1,
13145572,0.274574,-0.400135,-0.364236,0,1.4418,0,2,3,6,1,
13145613,0.255678,-0.399688,-0.340529,0,0.0297969,0,2,3,6,1,
13145653,0.23948,-0.403402,-0.321735,0,2.43855,0,2,3,6,1,
13145693,0.223062,-0.406181,-0.308195,0,10.7897,0,2,3,6,1,
13145733,0.206286,-0.406714,-0.301539,0,14.2377,0,2,3,6,1,
13145773,0.187084,-0.407845,-0.299161,0,15.8143,0,2,3,6,1,
13145812,0.163655,-0.408112,-0.297683,0,17.6798,0,2,3,6,1,
13145852,0.132876,-0.40788,-0.292484,0,17.7463,0,2,3,6,1,
13145892,0.095463,-0.405781,-0.281792,0,15.5511,0,2,3,6,1,
13145933,0.0549465,-0.404398,-0.267588,0,11.0417,0,2,3,6,1,
13145973,0.0138521,-0.405833,-0.252667,0,10.5501,0,2,3,6,1,
13146013,-0.0247029,-0.407648,-0.240948,0,14.9263,0,2,3,6,1,
13146053,-0.0589506,-0.407916,-0.233336,0,17.3025,0,2,3,6,1,
13146093,-0.0902554,-0.408334,-0.226746,0,17.724,0,2,3,6,1,
13146132,-0.11994,-0.410658,-0.220112,0,20.0482,0,2,3,6,1,
13146172,-0.14901,-0.415364,-0.212356,0,27.7854,0,2,3,6,1,
13146212,-0.176235,-0.419347,-0.204215,0,38.514,0,2,3,6,1,
13146253,-0.20241,-0.419143,-0.195562,0,42.8511,0,2,3,6,1,
13146293,-0.229579,-0.420905,-0.184512,0,42.6631,0,2,3,6,1,
13146334,-0.256937,-0.42523,-0.171975,0.0646475,50.7825,0.00802757,2,3,6,1,
13146374,-0.276362,-0.428595,-0.162105,18.3825,47.2881,3.7103,2,3,6,1,
13146413,-0.284986,-0.433789,-0.159239,26.122,51.5256,6.99159,2,3,6,1,
13146452,-0.284694,-0.43269,-0.16044,15.7579,62.7709,4.48517,2,3,6,1,
13146492,-0.276845,-0.425,-0.164954,1.73229,63.7459,0.461611,2,3,6,1,
13146532,-0.265344,-0.418196,-0.169436,0,48.3024,0,2,3,6,1,
13146573,-0.253058,-0.412212,-0.17328,0,33.5832,0,2,3,6,1,
13146613,-0.240649,-0.409258,-0.177205,0,23.1998,0,2,3,6,1,
13146653,-0.228837,-0.410723,-0.181926,0,21.2588,0,2,3,6,1,
13146693,-0.220506,-0.411824,-0.185462,0,25.1213,0,2,3,6,1,
13146734,-0.218577,-0.412796,-0.186715,0,26.6343,0,2,3,6,1,
13146772,-0.2223,-0.414832,-0.186089,0,29.722,0,2,3,6,1,
13146812,-0.230709,-0.419059,-0.184574,0,36.6849,0,2,3,6,1,
13146852,-0.24114,-0.421358,-0.183566,0,45.0453,0,2,3,6,1,
13146894,-0.253068,-0.419897,-0.18426,0,45.8174,0,2,3,6,1,
13146934,-0.268247,-0.418769,-0.18549,0,42.5862,0,2,3,6,1,
13146973,-0.286909,-0.417164,-0.185396,0,39.886,0,2,3,6,1,
13147013,-0.308418,-0.415032,-0.182773,0,35.2805,0,2,3,6,1,
13147052,-0.330961,-0.413692,-0.177614,0,31.8611,0,2,3,6,1,
13147092,-0.354721,-0.410783,-0.169317,0,27.241,0,2,3,6,1,
13147132,-0.376364,-0.409555,-0.161268,0,21.945,0,2,3,6,1,
13147172,-0.395448,-0.409817,-0.154814,0,21.5146,0,2,3,6,1,
13147213,-0.410128,-0.408351,-0.152366,0,20.3203,0,2,3,6,1,
13147253,-0.419032,-0.407527,-0.153291,0,17.2395,0,2,3,6,1,
13147293,-0.421761,-0.407507,-0.154707,0,16.6596,0,2,3,6,1,
13147334,-0.41899,-0.407649,-0.154071,0,16.3899,0,2,3,6,1,
13147372,-0.409972,-0.407705,-0.150615,0,17.2098,0,2,3,6,1,
13147412,-0.392928,-0.406573,-0.144285,0,15.8745,0,2,3,6,1,
13147452,-0.368338,-0.405531,-0.132886,0,13.4454,0,2,3,6,1,
13147493,-0.333114,-0.402646,-0.122916,0,9.69677,0,2,3,6,1,
13147533,-0.286191,-0.401527,-0.123645,0,3.22455,0,2,3,6,1,
13147574,-0.231763,-0.402781,-0.131084,0,5.23344,0,2,3,6,1,
13147613,-0.169517,-0.399712,-0.144892,0,3.14409,0,2,3,6,1,
13147653,-0.102517,-0.39876,-0.160668,0,0,0,2,3,6,1,
13147692,-0.0392863,-0.394838,-0.174597,0,0,0,2,3,6,1,
13147732,0.0179203,-0.394536,-0.184048,0,0,0,2,3,6,1,
13147772,0.0594776,-0.397127,-0.187645,0,0,0,2,3,6,1,
13147813,0.0851045,-0.40041,-0.188429,0,0,0,2,3,6,1,
13147853,0.0986281,-0.40471,-0.188787,0,5.67705,0,2,3,6,1,
13147893,0.101768,-0.403555,-0.19106,0,10.1278,0,2,3,6,1,
13147933,0.099962,-0.402432,-0.196137,0,5.96058,0,2,3,6,1,
13147974,0.0927338,-0.404891,-0.201353,0,7.41349,0,2,4,6,1,
13148012,0.0839933,-0.406593,-0.206046,0,13.03,0,2,4,6,1,
13148052,0.0794818,-0.40635,-0.211914,0,14.4582,0,2,4,6,1,
13148092,0.0817417,-0.404628,-0.218919,0,12.3393,0,2,4,6,1,
13148133,0.0956698,-0.405597,-0.232811,0,10.0144,0,2,4,6,1,
13148173,0.120953,-0.411338,-0.254495,0,18.0192,0,2,4,6,1,
13148213,0.150208,-0.411773,-0.277562,-10.6062,23.3771,4.90954,2,4,6,1,
13148254,0.165441,-0.410563,-0.293805,-65.1679,6.17449,26.5095,2,4,6,1,
13148294,0.161508,-0.410553,-0.303709,-88.0488,-3.83942,28.5975,2,4,6,1,
13148333,0.146857,-0.415721,-0.310094,-67.3146,8.52238,16.1171,2,4,6,1,
13148372,0.134305,-0.416349,-0.313342,-26.4376,28.8712,4.83287,2,4,6,1,
13148412,0.132658,-0.411123,-0.319236,-1.80974,30.58,0.277391,2,4,6,1,
13148453,0.133246,-0.40957,-0.321266,0,21.7813,0,2,4,6,1,
13148493,0.129933,-0.411461,-0.31699,0,22.9381,0,2,4,6,1,
13148533,0.122229,-0.412381,-0.307303,0,26.4708,0,2,4,6,1,
13148573,0.116263,-0.410611,-0.297284,0,25.8345,0,2,4,6,1,
13148613,0.117436,-0.408171,-0.292382,0,20.7056,0,2,4,6,1,
13148652,0.126344,-0.405216,-0.293019,0,15.2741,0,2,4,6,1,
13148692,0.145888,-0.405118,-0.299667,0,10.3311,0,2,4,6,1,
13148732,0.174998,-0.406516,-0.309294,0,13.3293,0,2,4,6,1,
13148774,0.20774,-0.406182,-0.318309,-27.265,7.62319,3.04547,2,4,6,1,
13148813,0.222522,-0.405841,-0.319954,-71.1252,-3.31145,6.47374,2,4,6,1,
13148853,0.218903,-0.408418,-0.316215,-67.4663,-1.37116,6.27043,2,4,6,1,
13148894,0.205359,-0.411421,-0.311106,-26.2692,16.2928,2.75714,2,4,6,1,
13148933,0.194318,-0.410034,-0.308702,0,24.3012,0,2,4,6,1,
13148973,0.184536,-0.407,-0.306195,0,19.0966,0,2,4,6,1,
13149012,0.175387,-0.405852,-0.302945,0,13.5878,0,2,4,6,1,
13149052,0.167254,-0.406993,-0.298876,0,13.8764,0,2,4,6,1,
13149093,0.162081,-0.406894,-0.29477,0,15.712,0,2,4,6,1,
13149133,0.16342,-0.405108,-0.292761,0,13.5099,0,2,4,6,1,
13149174,0.171025,-0.402196,-0.292555,0,8.489,0,2,4,6,1,
13149213,0.187639,-0.400989,-0.295123,0,2.98031,0,2,4,6,1,
13149252,0.212279,-0.401555,-0.299081,0,2.73872,0,2,4,6,1,
13149292,0.247023,-0.401354,-0.303061,0,3.47195,0,2,4,6,1,
13149333,0.289711,-0.400265,-0.305543,0,1.89582,0,2,4,6,1,
13149373,0.327195,-0.401595,-0.304326,-18.6027,-2.20619,2.14715,2,4,6,1,
13149413,0.337133,-0.401862,-0.298093,-50.3836,-5.81714,6.90845,2,4,6,1,
13149453,0.331851,-0.405378,-0.290476,-33.3044,0.846687,5.55499,2,4,6,1,
13149493,0.327525,-0.405687,-0.287952,-3.40469,12.2724,0.627256,2,4,6,1,
13149533,0.328306,-0.404101,-0.289163,0,10.8738,0,2,4,6,1,
13149572,0.32942,-0.403402,-0.289981,0,7.97892,0,2,4,6,1,
13149612,0.329455,-0.403367,-0.289946,0,7.44661,0,2,4,6,1,
13149652,0.328272,-0.40331,-0.28859,0,7.35305,0,2,4,6,1,
13149693,0.32486,-0.403068,-0.285422,0,6.98497,0,2,4,6,1,
13149733,0.32116,-0.403021,-0.282278,0,6.7035,0,2,4,6,1,
13149773,0.318021,-0.402261,-0.279711,0,6.06241,0,2,4,6,1,
13149813,0.314078,-0.401756,-0.277051,-0.733457,4.06789,0.154589,2,4,6,1,
13149853,0.305613,-0.402789,-0.273079,-4.0255,4.13201,0.887134,2,4,6,1,
13149892,0.291509,-0.402338,-0.267594,-0.285457,6.31721,0.0657162,2,4,6,1,
13149932,0.27143,-0.399865,-0.260727,0,2.64625,0,2,4,6,1,
13149972,0.245871,-0.399257,-0.253794,0,0,0,2,4,6,1,
13150013,0.214228,-0.399952,-0.246967,0,0,0,2,4,6,1,
13150053,0.178931,-0.401495,-0.241488,0,1.27207,0,2,4,6,1,
13150093,0.14214,-0.403705,-0.23754,0,5.36803,0,2,4,6,1,
13150133,0.106286,-0.405917,-0.236342,0,10.1677,0,2,4,6,1,
13150173,0.0738081,-0.406165,-0.237969,0,13.9172,0,2,4,6,1,
13150212,0.046076,-0.405952,-0.240099,0,13.1121,0,2,4,6,1,
13150252,0.0207796,-0.40686,-0.240238,0,13.9631,0,2,4,6,1,
13150292,0.000458819,-0.409371,-0.239741,0,16.9329,0,2,4,6,1,
13150334,-0.0131553,-0.413509,-0.24119,0,25.0153,0,2,4,6,1,
13150373,-0.0175096,-0.413108,-0.24669,0,30.3944,0,2,4,6,1,
13150413,-0.0180387,-0.409521,-0.254002,0,25.223,0,2,4,6,1,
13150453,-0.0224213,-0.408441,-0.26099,0,19.0456,0,2,4,6,1,
13150493,-0.0347726,-0.412083,-0.265785,0,21.6966,0,2,4,6,1,
13150533,-0.0555803,-0.413074,-0.265894,0,28.3795,0,2,4,6,1,
13150572,-0.0835903,-0.411627,-0.263719,0,27.4442,0,2,4,6,1,
13150612,-0.116219,-0.412019,-0.259096,5.86358,22.7355,2.05143,2,4,6,1,
13150653,-0.141732,-0.42159,-0.254398,36.8192,13.8297,17.2283,2,4,6,1,
13150693,-0.156979,-0.429542,-0.254686,36.6865,27.989,22.3305,2,4,6,1,
13150734,-0.156561,-0.426562,-0.258641,20.6676,45.1342,13.4149,2,4,6,1,
13150773,-0.149011,-0.419112,-0.262587,2.08749,49.5578,1.27059,2,4,6,1,
13150812,-0.138639,-0.41348,-0.263002,0,36.1612,0,2,4,6,1,
13150852,-0.126655,-0.408626,-0.261511,0,24.499,0,2,4,6,1,
13150893,-0.114383,-0.405964,-0.260467,0,15.8345,0,2,4,6,1,
13150932,-0.102573,-0.406246,-0.260834,0,12.9374,0,2,4,6,1,
13150973,-0.0931638,-0.406506,-0.262281,0,14.085,0,2,4,6,1,
13151014,-0.0890547,-0.407775,-0.26317,0,15.3508,0,2,4,6,1,
13151053,-0.0900128,-0.408643,-0.262985,0,17.8071,0,2,4,6,1,
13151093,-0.0939671,-0.410546,-0.262233,0,20.945,0,2,4,6,1,
13151132,-0.0980702,-0.411238,-0.260927,0,24.2009,0,2,4,6,1,
13151172,-0.100165,-0.410756,-0.25986,0,24.2921,0,2,4,6,1,
13151213,-0.0994227,-0.410444,-0.259278,0,23.4507,0,2,4,6,1,
13151252,-0.0946818,-0.408808,-0.257626,0,21.5968,0,2,4,6,1,
13151293,-0.0860562,-0.406553,-0.253305,0,17.2295,0,2,4,6,1,
13151334,-0.0722278,-0.403591,-0.24633,0,11.7069,0,2,4,6,1,
13151374,-0.0523881,-0.400945,-0.240081,0,4.83589,0,2,4,6,1,
13151413,-0.0272536,-0.400278,-0.237313,0,1.10637,0,2,4,6,1,
13151452,-6.73036e-005,-0.402509,-0.239029,0,2.2712,0,2,4,6,1,
13151492,0.0252982,-0.403844,-0.243371,0,7.87636,0,2,4,6,1,
13151532,0.0453415,-0.401868,-0.247712,0,6.28637,0,2,4,6,1,
13151573,0.0585309,-0.401286,-0.250568,0,3.40747,0,2,4,6,1,
13151613,0.0692525,-0.401758,-0.252674,0,2.86528,0,2,4,6,1,
13151653,0.083555,-0.404282,-0.255922,0,6.21047,0,2,4,6,1,
13151693,0.104926,-0.405759,-0.259866,0,11.4494,0,2,4,6,1,
13151733,0.13686,-0.406496,-0.26744,0,13.0432,0,2,4,6,1,
13151772,0.169837,-0.407069,-0.275949,-33.4596,7.20489,8.12405,2,4,6,1,
13151812,0.18373,-0.405372,-0.272692,-85.3914,-8.38949,23.0649,2,4,6,1,
13151852,0.181183,-0.408656,-0.267504,-88.1712,-9.32585,28.3937,2,4,6,1,
13151893,0.175552,-0.410251,-0.26444,-64.7549,2.69868,22.631,2,4,6,1,
13151933,0.171914,-0.409963,-0.263846,-39.6403,11.575,14.2153,2,4,6,1,
13151974,0.172566,-0.408835,-0.265291,-21.0392,15.479,7.55314,2,4,6,1,
13152013,0.175668,-0.408848,-0.266931,-8.87441,16.6956,3.19604,2,4,6,1,
13152053,0.180512,-0.409561,-0.268694,-0.837296,20.3659,0.304276,2,4,6,1,
13152092,0.186006,-0.407356,-0.270291,0,19.282,0,2,4,6,1,
13152132,0.190944,-0.404983,-0.271519,0,13.4984,0,2,4,6,1,
13152172,0.192514,-0.404562,-0.271411,0,10.2717,0,2,4,6,1,
13152213,0.191876,-0.405238,-0.270479,0,10.5779,0,2,4,6,1,
13152253,0.190402,-0.405753,-0.269446,0,12.1039,0,2,4,6,1,
13152293,0.189095,-0.40557,-0.268954,0,12.6673,0,2,4,6,1,
13152333,0.18822,-0.405126,-0.269042,0,11.682,0,2,4,6,1,
13152374,0.187364,-0.405482,-0.269419,0,11.4979,0,2,4,6,1,
13152412,0.185859,-0.406008,-0.269383,0,12.652,0,2,4,6,1,
13152452,0.183861,-0.404896,-0.268593,0,12.6083,0,2,4,6,1,
13152492,0.180974,-0.402969,-0.267202,0,8.612,0,2,4,6,1,
13152533,0.177167,-0.40164,-0.263814,0,5.07015,0,2,4,6,1,
13152574,0.175373,-0.398045,-0.257608,0,1.85407,0,2,4,6,1,
13152613,0.178337,-0.39228,-0.249092,0,0,0,2,4,6,1,
13152653,0.183114,-0.38776,-0.240054,0,0,0,2,4,6,1,
13152692,0.188129,-0.383709,-0.232322,0,0,0,2,4,6,1,
13152732,0.193413,-0.379795,-0.223203,0,0,0,2,4,6,1,
13152772,0.197258,-0.375345,-0.213653,0,0,0,2,4,6,1,
13152812,0.199452,-0.370767,-0.205397,0,0,0,2,4,6,1,
13152853,0.201929,-0.366755,-0.195452,0,0,0,2,4,6,1,
13152893,0.205145,-0.362321,-0.186243,0,0,0,2,4,6,1,
13152933,0.209156,-0.3572,-0.178384,0,0,0,2,4,6,1,
13152973,0.215174,-0.351237,-0.170912,0,0,0,2,4,6,1,
13153012,0.222626,-0.343673,-0.164108,0,0,0,2,4,6,1,
13153052,0.230443,-0.336935,-0.157441,0,0,0,2,4,6,1,
13153092,0.238143,-0.332628,-0.151748,0,0,0,2,4,6,1,
13153132,0.245098,-0.328147,-0.146617,0,0,0,2,4,6,1,
13153174,0.250583,-0.324848,-0.141838,0,0,0,2,4,6,1,
13153213,0.254419,-0.323259,-0.138071,0,0,0,2,4,6,1,
13153253,0.255841,-0.32312,-0.137095,0,0,0,2,4,6,1,
13153293,0.256245,-0.322874,-0.13673,0,0,0,2,4,6,1,
13153332,0.256573,-0.32299,-0.13578,0,0,0,2,4,6,1,
13153372,0.254393,-0.324473,-0.131713,0,0,0,2,4,6,1,
13153412,0.252372,-0.325238,-0.129803,0,0,0,2,4,6,1,
13153453,0.251171,-0.326192,-0.129468,0,0,0,2,4,6,1,
13153493,0.249643,-0.326624,-0.130786,0,0,0,2,4,6,1,
13153533,0.248118,-0.326782,-0.132334,0,0,0,2,4,6,1,
13153573,0.24604,-0.326258,-0.132905,0,0,0,2,4,6,1,
13153613,0.243231,-0.323526,-0.131874,0,0,0,2,4,6,1,
13153652,0.240767,-0.321378,-0.130758,0,0,0,2,4,6,1,
13153692,0.237914,-0.318561,-0.129601,0,0,0,2,4,6,1,
13153732,0.234176,-0.317011,-0.128186,0,0,0,2,4,6,1,
13153773,0.22975,-0.317056,-0.126122,0,0,0,2,4,6,1,
13153813,0.225368,-0.320939,-0.1245,0,0,0,2,4,6,1,
13153853,0.219942,-0.328745,-0.122063,0,0,0,2,4,6,1,
13153893,0.214506,-0.339857,-0.120014,0,0,0,2,4,6,1,
13153933,0.208315,-0.355706,-0.118735,0,0,0,2,4,6,1,
13153972,0.203014,-0.374551,-0.117535,0,0,0,2,4,6,1,
13154012,0.199178,-0.395434,-0.116312,0,0,0,2,4,6,1,
13154052,0.196597,-0.41684,-0.114321,0,14.2438,0,2,4,6,1,
13154093,0.196913,-0.417214,-0.114642,0,39.9571,0,2,4,6,1,
13154133,0.198408,-0.414941,-0.116317,0,34.9514,0,2,4,6,1,
13154173,0.199116,-0.412553,-0.118556,0,31.1136,0,2,4,6,1,
13154213,0.199349,-0.40583,-0.120159,0,21.7444,0,2,4,6,1,
13154253,0.201379,-0.397296,-0.121878,0,4.86833,0,2,4,6,1,
13154292,0.203942,-0.388735,-0.122288,0,0,0,2,4,6,1,
13154332,0.207056,-0.382384,-0.121186,0,0,0,2,4,6,1,
13154372,0.209256,-0.383247,-0.119168,0,0,0,2,4,6,1,
13154413,0.210383,-0.396202,-0.11644,0,0,0,2,4,6,1,
13154453,0.211205,-0.419302,-0.112311,0,16.6472,0,2,4,6,1,
13154493,0.212646,-0.417308,-0.111562,0,45.4388,0,2,4,6,1,
13154533,0.216124,-0.403619,-0.113047,0,24.1594,0,2,4,6,1,
13154573,0.218121,-0.39629,-0.113364,0,1.80194,0,2,4,6,1,
13154612,0.220042,-0.393856,-0.112286,0,0,0,2,4,6,1,
13154652,0.220612,-0.399052,-0.109591,0,0,0,2,4,6,1,
13154692,0.219678,-0.413377,-0.106124,0,11.9895,0,2,4,6,1,
13154733,0.218551,-0.416049,-0.10482,0,34.8998,0,2,4,6,1,
13154773,0.219608,-0.408643,-0.106329,0,29.1341,0,2,4,6,1,
13154813,0.219343,-0.397758,-0.107862,0,8.24568,0,2,4,6,1,
13154853,0.220219,-0.391179,-0.107986,0,0,0,2,4,6,1,
13154892,0.220558,-0.391203,-0.106672,0,0,0,2,4,6,1,
13154933,0.220398,-0.400784,-0.104204,0,0,0,2,4,6,1,
13154973,0.221122,-0.414219,-0.101491,0,17.3726,0,2,4,6,1,
13155013,0.223489,-0.40762,-0.102641,0,27.7319,0,2,4,6,1,
13155054,0.226684,-0.39614,-0.104233,0,5.64702,0,2,4,6,1,
13155094,0.230029,-0.391848,-0.104882,0,0,0,2,4,6,1,
13155133,0.231119,-0.395335,-0.104037,0,0,0,2,4,6,1,
13155174,0.231904,-0.409174,-0.102569,0,4.77532,0,2,4,6,1,
13155212,0.231455,-0.413392,-0.101757,0,28.451,0,2,4,6,1,
13155252,0.233034,-0.402157,-0.103422,0,19.5493,0,2,4,6,1,
13155293,0.234226,-0.393521,-0.104229,0,0.674673,0,2,4,6,1,
13155333,0.23483,-0.392244,-0.103862,0,0,0,2,4,6,1,
13155373,0.234192,-0.399659,-0.102469,0,0,0,2,4,6,1,
13155413,0.233258,-0.412086,-0.100562,0,12.9863,0,2,4,6,1,
13155454,0.233244,-0.407985,-0.101132,0,25.5278,0,2,4,6,1,
13155494,0.233891,-0.395947,-0.102409,0,6.35124,0,2,4,6,1,
13155532,0.235743,-0.391315,-0.103077,0,0,0,2,4,6,1,
13155572,0.235722,-0.396113,-0.102584,0,0,0,2,4,6,1,
13155612,0.235311,-0.412767,-0.100651,0,8.64716,0,2,4,6,1,
13155653,0.234727,-0.415136,-0.100089,0,34.9559,0,2,4,6,1,
13155693,0.235262,-0.401824,-0.101898,0,20.542,0,2,4,6,1,
13155733,0.235463,-0.397267,-0.10302,0,0.544507,0,2,4,6,1,
13155773,0.233865,-0.401472,-0.102706,0,0.130498,0,2,4,6,1,
13155813,0.231115,-0.412297,-0.10094,0,14.2346,0,2,4,6,1,
13155852,0.229682,-0.414288,-0.100555,0,30.6527,0,2,4,6,1,
13155892,0.229184,-0.413008,-0.101652,0,30.1573,0,2,4,6,1,
13155932,0.228992,-0.411672,-0.102712,0,27.1675,0,2,4,6,1,
13155973,0.228807,-0.411227,-0.103028,0,25.075,0,2,4,6,1,
13156013,0.228786,-0.41117,-0.102987,0,24.6304,0,2,4,6,1,
13156053,0.228845,-0.410976,-0.102754,0,24.3086,0,2,4,6,1,
