milisec,RacketX,RacketY,RacketZ,forceX,forceX,forceX,ForceRatio,FriendPoint,EnemyPoint,haptics,scene
102169761,0,0,0,0,0,0,0,0,0,0,0,
102169770,0,0,0,0,0,0,0,0,0,0,0,
102169802,0,0,0,0,0,0,0,0,0,0,0,
102169842,0,0,0,0,0,0,0,0,0,0,0,
102169882,0,0,0,0,0,0,0,0,0,0,0,
102169922,0,0,0,0,0,0,0,0,0,0,0,
102169962,0,0,0,0,0,0,0,0,0,0,0,
102170001,0,0,0,0,0,0,0,0,0,0,0,
102170063,0,0,0,0,0,0,0,0,0,0,0,
102170082,0,0,0,0,0,0,0,0,0,0,0,
102170133,0,0,0,0,0,0,0,0,0,0,0,
102170162,0,0,0,0,0,0,0,0,0,0,0,
102170206,0,0,0,0,0,0,0,0,0,0,0,
102170242,0,0,0,0,0,0,0,0,0,0,0,
102170282,0,0,0,0,0,0,0,0,0,0,0,
102170321,0,0,0,0,0,0,0,0,0,0,0,
102170362,0,0,0,0,0,0,0,0,0,0,0,
102170402,0,0,0,0,0,0,0,0,0,0,0,
102170442,0,0,0,0,0,0,0,0,0,0,0,
102170482,0,0,0,0,0,0,0,0,0,0,0,
102170522,0,0,0,0,0,0,0,0,0,0,0,
102170562,0,0,0,0,0,0,0,0,0,0,0,
102170602,0,0,0,0,0,0,0,0,0,0,0,
102170641,0,0,0,0,0,0,0,0,0,0,0,
102170682,0,0,0,0,0,0,0,0,0,0,0,
102170722,0,0,0,0,0,0,0,0,0,0,0,
102170762,0,0,0,0,0,0,0,0,0,0,0,
102170802,0,0,0,0,0,0,0,0,0,0,0,
102170842,0,0,0,0,0,0,0,0,0,0,0,
102170882,0,0,0,0,0,0,0,0,0,0,0,
102170922,0,0,0,0,0,0,0,0,0,0,0,
102170961,0,0,0,0,0,0,0,0,0,0,0,
102171002,0,0,0,0,0,0,0,0,0,0,0,
102171042,0,0,0,0,0,0,0,0,0,0,0,
102171082,0,0,0,0,0,0,0,0,0,0,0,
102171122,0,0,0,0,0,0,0,0,0,0,0,
102171162,0,0,0,0,0,0,0,0,0,0,0,
102171202,0,0,0,0,0,0,0,0,0,0,0,
102171241,0,0,0,0,0,0,0,0,0,0,0,
102171281,0,0,0,0,0,0,0,0,0,0,0,
102171322,0,0,0,0,0,0,0,0,0,0,0,
102171362,0,0,0,0,0,0,0,0,0,0,0,
102171402,0,0,0,0,0,0,0,0,0,0,0,
102171442,0,0,0,0,0,0,0,0,0,0,0,
102171482,0,0,0,0,0,0,0,0,0,0,1,
102171522,0,0,0,0,0,0,0,0,0,0,1,
102171561,0,0,0,0,0,0,0,0,0,0,1,
102171602,0,0,0,0,0,0,0,0,0,0,1,
102171642,0,0,0,0,0,0,0,0,0,0,1,
102171682,0,0,0,0,0,0,0,0,0,0,1,
102171722,0,0,0,0,0,0,0,0,0,0,1,
102171762,0,0,0,0,0,0,0,0,0,0,1,
102171802,0,0,0,0,0,0,0,0,0,0,1,
102171842,0,0,0,0,0,0,0,0,0,0,1,
102171881,0,0,0,0,0,0,0,0,0,0,1,
102171922,0,0,0,0,0,0,0,0,0,0,1,
102171962,0,0,0,0,0,0,0,0,0,0,1,
102172002,0,0,0,0,0,0,0,0,0,0,1,
102172042,0,0,0,0,0,0,0,0,0,0,1,
102172082,0,0,0,0,0,0,0,0,0,0,1,
102172122,0,0,0,0,0,0,0,0,0,0,1,
102172162,0,0,0,0,0,0,0,0,0,0,1,
102172201,0,0,0,0,0,0,0,0,0,0,1,
102172242,0,0,0,0,0,0,0,0,0,0,1,
102172282,0,0,0,0,0,0,0,0,0,0,1,
102172322,0,0,0,0,0,0,0,0,0,0,1,
102172362,0,0,0,0,0,0,0,0,0,0,1,
102172402,0,0,0,0,0,0,0,0,0,0,1,
102172442,0,0,0,0,0,0,0,0,0,0,1,
102172482,0,0,0,0,0,0,0,0,0,0,1,
102172521,0,0,0,0,0,0,0,0,0,0,1,
102172562,0,0,0,0,0,0,0,0,0,0,1,
102172602,0,0,0,0,0,0,0,0,0,0,1,
102172642,0,0,0,0,0,0,0,0,0,0,1,
102172682,0,0,0,0,0,0,0,0,0,0,1,
102172722,0,0,0,0,0,0,0,0,0,0,1,
102172762,0,0,0,0,0,0,0,0,0,0,1,
102172802,0,0,0,0,0,0,0,0,0,0,1,
102172841,0,0,0,0,0,0,0,0,0,0,1,
