milisec,RacketX,RacketY,RacketZ,forceX,forceX,forceX,ForceRatio,FriendPoint,EnemyPoint,haptics,scene
18779550,0,0,0,0,0,0,5.2,0,0,0,0,
18779568,-0.00420315,-0.00317095,-0.00239525,0,0,0,1,0,0,0,0,
18779591,-0.00551792,-0.00313422,-0.00243966,0,0,0,1.2,0,0,0,0,
18779631,-0.00618462,-0.00240958,-0.00208084,0,0,0,2,0,0,0,0,
18779671,-0.00623802,-0.00117137,-0.0018212,0,0,0,2,0,0,0,0,
18779711,-0.00536812,-0.000218584,-0.00179715,0,0,0,2,0,0,0,0,
18779751,-0.00321554,0.00102239,-0.00174099,0,0,0,2,0,0,0,0,
18779790,-0.000658309,0.00154167,-0.0020672,0,0,0,2,0,0,0,0,
18779831,0.00193598,0.000864275,-0.0033895,0,0,0,2,0,0,0,0,
18779871,0.00412791,-0.000719965,-0.00596369,0,0,0,2,0,0,0,0,
18779911,0.00585751,-0.00258057,-0.00924097,0,0,0,2,0,0,0,0,
18779951,0.00719701,-0.00327833,-0.0114784,0,0,0,2,0,0,0,0,
18779991,0.00821655,-0.00258725,-0.012945,0,0,0,2,0,0,0,0,
18780031,0.00943268,-0.00084902,-0.0135761,0,0,0,2,0,0,0,0,
18780071,0.010945,0.00161502,-0.0137426,0,0,0,2,0,0,0,0,
18780110,0.0124669,0.00333291,-0.0136303,0,0,0,2,0,0,0,0,
18780151,0.0136734,0.0048135,-0.0132037,0,0,0,2,0,0,0,0,
18780191,0.0144428,0.00679342,-0.0120734,0,0,0,2,0,0,0,0,
18780231,0.0151099,0.00874758,-0.010619,0,0,0,2,0,0,0,0,
18780271,0.0159217,0.0100051,-0.0097564,0,0,0,2,0,0,0,0,
18780311,0.0168235,0.0105462,-0.00945116,0,0,0,2,0,0,0,0,
18780352,0.0177038,0.0113969,-0.00946091,0,0,0,2,0,0,0,0,
18780390,0.0185274,0.0124565,-0.00946025,0,0,0,2,0,0,0,0,
18780430,0.0192046,0.0133429,-0.00946946,0,0,0,2,0,0,0,0,
18780471,0.0196451,0.0135194,-0.00939533,0,0,0,2,0,0,0,0,
18780520,0.0199496,0.0127364,-0.00911365,0,0,0,2.4,0,0,0,0,
18780551,0.0200871,0.0118207,-0.00897617,0,0,0,1.6,0,0,0,0,
18780591,0.0200099,0.0111903,-0.00896182,0,0,0,2,0,0,0,0,
18780631,0.0200427,0.0111697,-0.00888314,0,0,0,2,0,0,0,0,
18780671,0.0202095,0.0117209,-0.00869563,0,0,0,2,0,0,0,0,
18780710,0.0202538,0.0124426,-0.00847545,0,0,0,2,0,0,0,0,
18780751,0.0200852,0.0127655,-0.00846529,0,0,0,2,0,0,0,0,
18780791,0.0197028,0.0125305,-0.00832763,0,0,0,2,0,0,0,0,
18780831,0.0191723,0.0121546,-0.00788544,0,0,0,2,0,0,0,0,
18780871,0.0185972,0.0120816,-0.00726555,0,0,0,2,0,0,0,0,
18780911,0.018169,0.0119146,-0.00659015,0,0,0,2,0,0,0,0,
18780951,0.0180006,0.011464,-0.00590354,0,0,0,2,0,0,0,0,
18780991,0.0183058,0.0107167,-0.00557614,0,0,0,2,0,0,0,0,
18781030,0.0188036,0.00948968,-0.00507836,0,0,0,2,0,0,0,0,
