milisec,RacketX,RacketY,RacketZ,forceX,forceX,forceX,ForceRatio,FriendPoint,EnemyPoint,haptics,scene
9286022,0,0,0,0,0,0,5.4,0,0,0,0,
9286037,-0.000737549,-0.183939,-0.598351,0,0,0,0.8,0,0,0,0,
9286064,-0.00069205,-0.183279,-0.598353,0,0,0,1.4,0,0,0,0,
9286104,-0.000612475,-0.182797,-0.59841,0,0,0,2,0,0,0,0,
9286144,-0.000623802,-0.182777,-0.598399,0,0,0,2,0,0,0,0,
9286184,-0.000612448,-0.182758,-0.59841,0,0,0,2,0,0,0,0,
9286225,-0.000623774,-0.182739,-0.598399,0,0,0,2,0,0,0,0,
9286264,-0.000635146,-0.182719,-0.598387,0,0,0,2,0,0,0,0,
9286304,-0.000635146,-0.182719,-0.598387,0,0,0,2,0,0,0,0,
9286344,-0.000635146,-0.182719,-0.598387,0,0,0,2,0,0,0,0,
9286384,-0.000646472,-0.1827,-0.598376,0,0,0,2,0,0,0,0,
9286424,-0.000646472,-0.1827,-0.598376,0,0,0,2,0,0,0,0,
9286464,-0.000657578,-0.182719,-0.598387,0,0,0,2,0,0,0,0,
9286504,-0.000668904,-0.1827,-0.598376,0,0,0,2,0,0,0,0,
9286545,-0.000657814,-0.182718,-0.598365,0,0,0,2,0,0,0,0,
9286584,-0.000657814,-0.182718,-0.598365,0,0,0,2,0,0,0,0,
9286624,-0.000669139,-0.182699,-0.598353,0,0,0,2,0,0,0,0,
9286664,-0.000669139,-0.182699,-0.598353,0,0,0,2,0,0,0,0,
9286704,-0.000669139,-0.182699,-0.598353,0,0,0,2,0,0,0,0,
9286744,-0.000669139,-0.182699,-0.598353,0,0,0,2,0,0,0,0,
9286784,-0.00068051,-0.18268,-0.598342,0,0,0,2,0,0,0,0,
9286824,-0.00068051,-0.18268,-0.598342,0,0,0,2,0,0,0,0,
9286864,-0.00068051,-0.18268,-0.598342,0,0,0,2,0,0,0,0,
9286904,-0.00068051,-0.18268,-0.598342,0,0,0,2,0,0,0,0,
9286944,-0.00068051,-0.18268,-0.598342,0,0,0,2,0,0,0,0,
9286984,-0.00068051,-0.18268,-0.598342,0,0,0,2,0,0,0,0,
9287024,-0.000691834,-0.18266,-0.59833,0,0,0,2,0,0,0,0,
9287064,-0.000691834,-0.18266,-0.59833,0,0,0,2,0,0,0,0,
9287104,-0.000691834,-0.18266,-0.59833,0,0,0,2,0,0,0,0,
9287144,-0.000691834,-0.18266,-0.59833,0,0,0,2,0,0,0,0,
9287184,-0.000691834,-0.18266,-0.59833,0,0,0,2,0,0,0,0,
9287224,-0.000691834,-0.18266,-0.59833,0,0,0,2,0,0,0,0,
9287264,-0.000703159,-0.182641,-0.598319,0,0,0,2,0,0,0,0,
9287304,-0.000703159,-0.182641,-0.598319,0,0,0,2,0,0,0,0,
9287344,-0.000703159,-0.182641,-0.598319,0,0,0,2,0,0,0,0,
9287384,-0.000703159,-0.182641,-0.598319,0,0,0,2,0,0,0,0,
9287424,-0.000703159,-0.182641,-0.598319,0,0,0,2,0,0,0,0,
9287464,-0.000703159,-0.182641,-0.598319,0,0,0,2,0,0,0,0,
9287504,-0.000703159,-0.182641,-0.598319,0,0,0,2,0,0,0,0,
9287544,-0.000714529,-0.182622,-0.598308,0,0,0,2,0,0,0,0,
9287584,-0.000714529,-0.182622,-0.598308,0,0,0,2,0,0,0,0,
9287624,-0.000714529,-0.182622,-0.598308,0,0,0,2,0,0,0,0,
9287664,-0.000714529,-0.182622,-0.598308,0,0,0,2,0,0,0,0,
9287704,-0.000714529,-0.182622,-0.598308,0,0,0,2,0,0,0,0,
9287744,-0.000714529,-0.182622,-0.598308,0,0,0,2,0,0,0,0,
9287784,-0.000714529,-0.182622,-0.598308,0,0,0,2,0,0,0,0,
9287824,-0.000714529,-0.182622,-0.598308,0,0,0,2,0,0,0,0,
9287864,-0.000725853,-0.182602,-0.598297,0,0,0,2,0,0,0,0,
9287904,-0.000725853,-0.182602,-0.598297,0,0,0,2,0,0,0,0,
9287944,-0.000725853,-0.182602,-0.598297,0,0,0,2,0,0,0,0,
9287984,-0.000725853,-0.182602,-0.598297,0,0,0,2,0,0,0,0,
9288024,-0.000725853,-0.182602,-0.598297,0,0,0,2,0,0,0,0,
9288064,-0.000725853,-0.182602,-0.598297,0,0,0,2,0,0,0,0,
9288105,-0.000725853,-0.182602,-0.598297,0,0,0,2,0,0,0,0,
9288144,-0.000725853,-0.182602,-0.598297,0,0,0,2,0,0,0,0,
9288185,-0.000725853,-0.182602,-0.598297,0,0,0,2,0,0,0,0,
9288238,-0.000737176,-0.182583,-0.598285,0,0,0,2.6,0,0,0,0,
9288264,-0.000737176,-0.182583,-0.598285,0,0,0,1.4,0,0,0,0,
9288304,-0.000737176,-0.182583,-0.598285,0,0,0,2,0,0,0,0,
9288344,-0.000737176,-0.182583,-0.598285,0,0,0,2,0,0,0,0,
9288385,-0.000737176,-0.182583,-0.598285,0,0,0,2,0,0,0,0,
9288425,-0.000737176,-0.182583,-0.598285,0,0,0,2,0,0,0,0,
9288464,-0.000737176,-0.182583,-0.598285,0,0,0,2,0,0,0,0,
9288504,-0.000737176,-0.182583,-0.598285,0,0,0,2,0,0,0,0,
9288544,-0.000737176,-0.182583,-0.598285,0,0,0,2,0,0,0,0,
9288584,-0.000737176,-0.182583,-0.598285,0,0,0,2,0,0,0,8,
9288624,-0.000737176,-0.182583,-0.598285,0,0,0,2,0,0,0,8,
9288664,-0.000737176,-0.182583,-0.598285,0,0,0,2,0,0,0,8,
9288704,-0.000748499,-0.182564,-0.598274,0,0,0,2,0,0,0,8,
9288745,-0.000748499,-0.182564,-0.598274,0,0,0,2,0,0,0,8,
9288784,-0.000748499,-0.182564,-0.598274,0,0,0,2,0,0,0,8,
9288824,-0.000748499,-0.182564,-0.598274,0,0,0,2,0,0,0,8,
9288865,-0.000748499,-0.182564,-0.598274,2.04886,-9.51858,4.26875,2,0,0,0,8,
9288904,-0.000748499,-0.182564,-0.598274,1.58246,-19.8235,11.6988,2,0,0,0,8,
9288945,-0.000748499,-0.182564,-0.598274,0.410705,-14.6403,13.518,2,0,0,0,8,
9288984,-0.000748499,-0.182564,-0.598274,-0.913285,-3.73131,7.23997,2,0,0,0,8,
9289025,-0.000748499,-0.182564,-0.598274,-0.161354,-0.0110825,0.101058,2,0,0,0,8,
9289064,-0.000748499,-0.182564,-0.598274,0,0,0,2,0,0,0,8,
9289104,-0.000748499,-0.182564,-0.598274,0,0,0,2,0,0,0,8,
9289144,-0.000748499,-0.182564,-0.598274,0,0,0,2,0,0,0,8,
9289184,-0.000759868,-0.182544,-0.598262,0,0,0,2,0,0,0,8,
9289224,-0.000759868,-0.182544,-0.598262,0,0,0,2,0,0,0,8,
9289264,-0.000759868,-0.182544,-0.598262,0,0,0,2,0,0,0,8,
9289304,-0.000759868,-0.182544,-0.598262,0,0,0,2,0,0,0,8,
9289345,-0.000759868,-0.182544,-0.598262,0,0,0,2,0,0,0,8,
9289385,-0.000759868,-0.182544,-0.598262,0,0,0,2,0,0,0,8,
9289425,-0.000759868,-0.182544,-0.598262,0,0,0,2,0,0,0,8,
9289465,-0.000759868,-0.182544,-0.598262,0,0,0,2,0,0,0,8,
9289505,-0.000759868,-0.182544,-0.598262,0,0,0,2,0,0,0,8,
9289544,-0.000759868,-0.182544,-0.598262,0,0,0,2,0,0,0,8,
9289584,-0.000759868,-0.182544,-0.598262,0,0,0,2,0,0,0,9,
9289624,-0.000759868,-0.182544,-0.598262,0,0,0,2,0,0,0,9,
9289664,-0.000759868,-0.182544,-0.598262,0,0,0,2,0,0,0,9,
9289705,-0.000759868,-0.182544,-0.598262,0,0,0,2,0,0,0,9,
9289745,-0.000759868,-0.182544,-0.598262,0,0,0,2,0,0,0,9,
9289784,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9289824,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9289864,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9289904,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9289944,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9289985,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290024,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290064,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290104,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290144,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290185,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290225,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290265,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290306,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290344,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290384,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290424,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290464,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290504,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290544,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290584,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290625,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290664,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290704,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290745,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290785,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290824,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290864,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290904,-0.000771191,-0.182525,-0.598251,0,0,0,2,0,0,0,9,
9290945,-0.000782513,-0.182506,-0.59824,0,0,0,2,0,0,0,9,
9290984,-0.000782513,-0.182506,-0.59824,0,0,0,2,0,0,0,9,
9291024,-0.000782513,-0.182506,-0.59824,0,0,0,2,0,0,0,9,
9291064,-0.000782513,-0.182506,-0.59824,0,0,0,2,0,0,0,9,
9291104,-0.000782513,-0.182506,-0.59824,0,0,0,2,0,0,0,9,
9291144,-0.000782513,-0.182506,-0.59824,0,0,0,2,0,0,0,9,
9291184,-0.000782513,-0.182506,-0.59824,0,0,0,2,0,0,0,9,
9291224,-0.000782513,-0.182506,-0.59824,0,0,0,2,0,0,0,9,
9291264,-0.000782513,-0.182506,-0.59824,0,0,0,2,0,0,0,9,
9291304,-0.000782513,-0.182506,-0.59824,0,0,0,2,0,0,0,9,
9291344,-0.000782513,-0.182506,-0.59824,0,0,0,2,0,0,0,9,
9291384,-0.000782513,-0.182506,-0.59824,0,0,0,2,0,0,0,9,
9291425,-0.000782513,-0.182506,-0.59824,0,0,0,2,0,0,0,9,
9291464,-0.000782513,-0.182506,-0.59824,0,0,0,2,0,0,0,9,
