milisec,RacketX,RacketY,RacketZ,forceX,forceX,forceX,ForceRatio,FriendPoint,EnemyPoint,haptics,scene
283075934,0,0,0,7652.63,4109.82,-8545.29,8,0,0,0,0,
283075964,-1.48465,-0.88,1.4934,1555.22,843.04,-1746.62,1.6,0,0,0,0,
283075976,-1.48465,-0.88,1.4934,583.209,316.14,-654.984,0.6,0,0,0,0,
283076016,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076057,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076097,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076136,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076197,-1.48465,-0.88,1.4934,2916.05,1580.7,-3274.92,3,0,0,0,0,
283076216,-1.48465,-0.88,1.4934,972.015,526.9,-1091.64,1,0,0,0,0,
283076269,-1.48465,-0.88,1.4934,2527.24,1369.94,-2838.26,2.6,0,0,0,0,
283076296,-1.48465,-0.88,1.4934,1360.82,737.66,-1528.3,1.4,0,0,0,0,
283076336,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076377,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076416,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076456,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076496,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076536,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076576,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076616,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076656,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076697,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076736,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076776,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076816,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076856,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076896,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076936,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283076976,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
283077017,-1.48465,-0.88,1.4934,1944.03,1053.8,-2183.28,2,0,0,0,0,
