milisec,RacketX,RacketY,RacketZ,forceX,forceX,forceX,ForceRatio,FriendPoint,EnemyPoint,haptics,scene
4672698,0,0,0,0,0,0,0.8,0,0,0,0,
4672728,-0.00348152,-0.150553,-0.59828,0,0,0,0,0,0,0,0,
4672758,-0.00417254,-0.133597,-0.594623,0,0,0,0.4,0,0,0,0,
4672818,-0.00358987,-0.116656,-0.591079,0,0,0,0.4,0,0,0,0,
4672878,-0.00276574,-0.10073,-0.588013,0,0,0,0.4,0,0,0,0,
4672958,-0.0018085,-0.0873211,-0.585152,0,0,0,0.4,0,0,0,0,
4672998,-0.000497475,-0.0769083,-0.583398,0,0,0,0.4,0,0,0,0,
4673059,0.00146826,-0.069257,-0.582918,0,0,0,0.4,0,0,0,0,
4673119,0.00336439,-0.0649744,-0.583504,0,0,0,0.4,0,0,0,0,
4673179,0.0037806,-0.0629868,-0.583179,0,0,0,0.4,0,0,0,0,
4673239,0.00363604,-0.0625945,-0.582949,0,0,0,0.4,0,0,0,0,
4673299,0.00358513,-0.0623618,-0.582812,0,0,0,0.4,0,0,0,0,
4673359,0.00350662,-0.0621309,-0.582677,0,0,0,0.4,0,0,0,0,
4673419,0.00348169,-0.061991,-0.582595,0,0,0,0.4,0,0,0,0,
4673479,0.00345491,-0.0619454,-0.582568,0,0,0,0.4,0,0,0,0,
4673539,0.00345491,-0.0619454,-0.582568,0,0,0,0.4,0,0,0,0,
4673599,0.00345491,-0.0619454,-0.582568,0,0,0,0.4,0,0,0,0,
4673659,0.00345491,-0.0619454,-0.582568,0,0,0,0.4,0,0,0,0,
4673720,0.00345491,-0.0619454,-0.582568,0,0,0,0.4,0,0,0,0,
4673780,0.00345491,-0.0619454,-0.582568,0,0,0,0.4,0,0,0,0,
4673840,0.00345491,-0.0619454,-0.582568,0,0,0,0.4,0,0,0,0,
4673900,0.00345491,-0.0619454,-0.582568,0,0,0,0.4,0,0,0,0,
4673960,0.00345491,-0.0619454,-0.582568,0,0,0,0.4,0,0,0,0,
4674020,0.00345491,-0.0619454,-0.582568,0,0,0,0.4,0,0,0,0,
4674080,0.00345491,-0.0619454,-0.582568,0,0,0,0.4,0,0,0,0,
4674140,0.00344155,-0.0619226,-0.582555,0,0,0,0.4,0,0,0,0,
4674200,0.00344155,-0.0619226,-0.582555,0,0,0,0.4,0,0,0,0,
4674260,0.00344155,-0.0619226,-0.582555,0,0,0,0.4,0,0,0,0,
4674320,0.00344155,-0.0619226,-0.582555,0,0,0,0.4,0,0,0,0,
4674380,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,0,
4674441,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,0,
4674501,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,0,
4674561,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,0,
4674621,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4674681,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4674741,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4674801,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4674861,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4674921,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4674981,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4675041,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4675101,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4675162,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4675222,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4675282,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4675342,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4675402,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4675462,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4675522,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4675582,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4675642,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4675702,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4675762,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4675823,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4675883,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4675943,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4676003,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4676063,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4676123,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4676183,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4676243,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4676303,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
4676363,0.00345509,-0.0618995,-0.582568,0,0,0,0.4,0,0,0,1,
