milisec,RacketX,RacketY,RacketZ,forceX,forceX,forceX,ForceRatio,FriendPoint,EnemyPoint,haptics,scene
1336925,0,0,0,0,0,0,5,0,0,0,0,
1336939,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,0.8,0,0,0,0,
1336966,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,1.4,0,0,0,0,
1337006,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337046,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337086,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337126,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337166,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337206,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337259,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2.6,0,0,0,0,
1337286,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,1.4,0,0,0,0,
1337326,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337366,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337406,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337446,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337486,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337526,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337566,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337606,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337647,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337686,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337726,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
1337767,1.05493e-008,-1.52884e-008,-1.05493e-008,0,0,0,2,0,0,0,0,
