0, -1.07782, -12.0149, 0.314318, 0.0615137, -0.355072, 0.932813
6.432, -1.23643, -12.0149, 0.0987385, 0, 0, 1
6.544, -0.499383, -12.0149, -1.26817, 0, 0, 1
6.672, -0.463311, -12.0149, -1.28821, 0, 0, 1
6.784, -0.463311, -12.0149, -1.28821, 0, 0, 1
6.912, -0.463311, -12.0149, -1.28821, 0, 0, 1
7.04, -0.463311, -12.0149, -1.28821, 0, 0, 1
7.152, -0.505962, -12.0149, -1.2735, 0, 0, 1
7.264, -0.541393, -12.0149, -1.24156, 0, 0, 1
7.392, -0.58594, -12.0149, -1.22274, 0, 0, 1
7.52, -1.21029, -12.0149, 0.0668231, 0, 0, 1
7.632, -1.21029, -12.0149, 0.0668231, -0.152769, -0.247541, 0.956758
7.76, -0.567077, -12.0149, -1.25453, 0, 0, 1
7.872, -1.22569, -12.0149, 0.113049, -0.123106, -0.264027, 0.956627
8, -0.574332, -12.0149, -1.23955, 0, 0, 1
8.112, 31.232, -12.0149, 20.895, 0.135325, 0.0403243, -0.98998
8.24, -0.6347, -12.0149, -1.21926, 0, 0, 1
8.352, -0.595448, -12.0149, -1.22989, 0, 0, 1
8.48, -1.25645, -12.0149, 0.157815, 0, 0, 1
8.592, -0.452705, -12.0149, -1.12446, 0, 0, 1
8.72, -0.403999, -12.0149, -1.13253, 0, 0, 1
8.736, -0.411571, -12.0149, -1.17991, 0, 0, 1
8.768, -0.411571, -12.0149, -1.17991, 0, 0, 1
8.784, -0.411571, -12.0149, -1.17991, 0, 0, 1
8.8, -0.411571, -12.0149, -1.17991, 0, 0, 1
8.832, -1.1469, -12.0149, 0.175717, 0, 0, 1
8.848, -1.1469, -12.0149, 0.175717, 0.0651609, -0.357133, 0.931778
8.88, -1.1469, -12.0149, 0.175717, 0.0559371, -0.35315, 0.933893
8.896, -1.1469, -12.0149, 0.175717, 0.0671862, -0.358626, 0.93106
8.928, -1.1469, -12.0149, 0.175717, 0.0671862, -0.358626, 0.93106
9.024, -1.1469, -12.0149, 0.175717, 0.0837933, -0.366506, 0.926635
9.12, 31.5593, -12.0149, 21.1224, 0.101277, 0.04058, -0.99403
9.232, -1.1651, -12.0149, 0.144335, 0.0174595, -0.335784, 0.941777
9.248, -1.1651, -12.0149, 0.144335, 0.0163538, -0.335232, 0.941994
9.28, -1.1651, -12.0149, 0.144335, 0.0159092, -0.33491, 0.942116
9.296, -1.1651, -12.0149, 0.144335, 0.0159092, -0.33491, 0.942116
9.328, -1.13743, -12.0149, 0.109783, 0.00330146, -0.328792, 0.944397
9.344, -1.13743, -12.0149, 0.109783, -0.00156523, -0.326303, 0.945264
9.376, -1.13743, -12.0149, 0.109783, -0.0198284, -0.317181, 0.948158
9.392, -1.13743, -12.0149, 0.109783, -0.0198284, -0.317181, 0.948158
9.424, -1.13743, -12.0149, 0.109783, -0.0184046, -0.31767, 0.948023
